geo_key,name,tot_pop_10,pc_wht_10,avg_huval,yrblt_mdn,trst_trps,year
169,Orchard Ridge Neighborhood Association,2262,87.6,255009.0,1964,1214,2018
160,Prairie Hills Neighborhood Association,3350,57.2,213696.0,1977,564,2018
136,Regent Neighborhood Association,6421,85.3,482995.0,1936,4437,2018
101,Ridgewood Neighborhood Association,3992,57.5,243782.0,1995,463,2018
102,Sheridan Triangle Neighborhood Association,340,91.9,183075.0,1947,258,2018
182,Schenk-Atwood-Starkweather-Yahara Neighborhood Association,5773,88.0,270258.0,1926,3161,2018
357,Secret Places Neighborhood Association,473,84.1,356650.0,2012,0,2018
97,Sherman Neighborhood Association,2835,72.1,175242.0,1954,3162,2018
85,Sherman Village Neighborhood Association,2283,82.2,183035.0,1966,246,2018
361,Truax Neighborhood Association,191,19.5,,2016,766,2018
144,Tamarack Trails Community Condominium Association,464,58.0,254752.0,1978,275,2018
140,Vilas Neighborhood Association,1881,90.8,576060.0,1921,1380,2018
116,University Apartments Assembly,2643,29.9,,1963,1042,2018
129,Sunset Village Neighborhood Association,1842,87.4,304599.0,1948,3245,2018
115,Tenney-Lapham Neighborhood Association,4149,87.1,357432.0,1928,2675,2018
353,Twin Oaks Neighborhood Association,192,52.3,213922.0,2005,93,2018
128,Walnut Grove Homeowners Association,981,80.7,318243.0,1976,487,2018
149,Waunona Neighborhood Association,1027,71.0,389808.0,1959,417,2018
86,Westchester Gardens Neighborhood Association,1302,65.7,208572.0,1985,1022,2018
164,Westhaven Trails Homeowners Assoc,1956,66.2,233925.0,1990,313,2018
147,Westmorland Neighborhood Association,2207,91.7,319744.0,1951,1466,2018
